 Energy [J/mol],Critical Geometry,  1,  2,  3,  4,  5,  6,  7,  8,  9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46,
 197000.00, -1,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,
 198000.00, -1,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,
 199000.00, -1,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,
 200000.00, -1,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,
 201000.00, -1,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,
 202000.00, -1,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,
 203000.00, -1,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,
 204000.00, -1,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,
 205000.00, -1,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,
 206000.00, -1,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,
 207000.00, -1,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,
 208000.00, -1,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,
 209000.00, -1,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,
 210000.00, -1,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,
 211000.00, -1,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,
 212000.00, -1,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,
 213000.00, -1,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,
 214000.00, -1,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,
 215000.00, -1,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,
 216000.00, -1,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,
 217000.00, -1,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,
 218000.00, -1,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,0.00000000000000000000E+00,
